PH_ID	IRGSP_best_BLAST_hit	description
PH01000040G2330	Os03t0824400-01	dolichyl-phosphate beta-glycosyltransferase, putative, expressed
PH01000041G0010	Os04t0471400-01	expressed_protein
PH01000041G0060	Os04t0471300-01	expressed_protein
PH01000041G0120	Os04t0470700-01	amino acid transporter, putative, expressed
PH01000041G0130	Os01t0782200-01	diacylglycerol kinase, putative, expressed
PH01000041G0180	Os02t0586500-02	expressed_protein
PH01000041G0200	Os02t0586400-01	ras-related protein, putative, expressed
PH01000041G0270	Os04t0469800-01	cytochrome P450, putative, expressed
PH01000041G0290	Os04t0469500-01	phosphofructokinase, putative, expressed
PH01000041G0380	Os04t0469400-01	pentatricopeptide, putative, expressed
PH01000041G0400	Os10t0400100-01	methionyl-tRNA synthetase, putative, expressed
PH01000041G0700	Os04t0467400-01	CAF1 family ribonuclease containing protein, putative, expressed
PH01000041G0760	Os10t0394400-01	ATPOT1, putative, expressed
PH01000041G0770	Os04t0467800-01	ATPOT1, putative, expressed
PH01000041G0830	Os09t0438100-01	ATPOT1, putative, expressed
PH01000041G0930	Os04t0467100-01	expressed_protein
PH01000041G0960	Os04t0466700-01	expressed_protein
PH01000041G0980	Os04t0466600-01	agmatine deiminase, putative, expressed
PH01000041G1140	Os04t0465700-01	RNA-dependent RNA polymerase, putative, expressed
PH01000041G1200	Os04t0465600-01	pathogenesis-related Bet v I family protein, putative, expressed
PH01000041G1250	Os04t0465300-01	GASR4 - Gibberellin-regulated GASA/GAST/Snakin family protein precursor, expressed
PH01000041G1260	Os04t0465100-01	peroxidase precursor, putative, expressed
PH01000041G1270	Os04t0465000-01	SAM domain containing protein, putative, expressed
PH01000041G1300	Os04t0464800-00	CRS1/YhbY domain containing protein, expressed
PH01000041G1310	Os04t0464800-00	CRS1/YhbY domain containing protein, expressed
PH01000041G1330	Os04t0464600-01	ZOS4-07 - C2H2 zinc finger protein, expressed
PH01000041G1340	Os04t0464500-01	UBA and UBX domain-containing protein, putative, expressed
PH01000041G1500	Os04t0488600-02	DUF565 domain containing protein, putative, expressed
PH01000041G1530	Os04t0464200-01	aldehyde dehydrogenase, putative, expressed
PH01000041G1650	Os04t0463700-02	protein binding protein, putative, expressed
PH01000041G1710	Os04t0463500-01	class I glutamine amidotransferase, putative, expressed
PH01000041G1720	Os04t0463400-01	integral membrane protein, putative, expressed
PH01000041G1760	Os06t0152500-00	pentatricopeptide, putative, expressed
PH01000041G1770	Os04t0463200-01	DUF593 domain containing protein, expressed
PH01000041G1830	Os02t0580500-01	prohibitin, putative, expressed
PH01000041G1890	Os04t0462300-01	expressed_protein
PH01000041G1920	Os04t0461800-01	formin, putative, expressed
PH01000041G1980	Os04t0461600-01	uncharacterized Cys-rich domain containing protein, putative, expressed
PH01000041G2140	Os04t0461100-01	plastid-specific 30S ribosomal protein 3, chloroplast precursor, putative, expressed
PH01000041G2150	Os04t0461000-01	MYB family transcription factor, putative, expressed
PH01000041G2170	Os04t0460600-02	no apical meristem protein, putative, expressed
PH01000041G2180	Os04t0460500-00	molybdopterin biosynthesis protein CNX3, putative, expressed
PH01000041G2190	Os04t0460300-01	transmembrane amino acid transporter protein, putative, expressed
PH01000041G2290	Os02t0576900-00	expressed_protein
PH01000041G2300	Os04t0459900-01	OsDegp5 - Putative Deg protease homologue, expressed
PH01000042G0030	Os04t0546100-01	ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
PH01000042G0280	Os01t0270100-01	ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
PH01000042G0290	Os04t0545200-00	expressed_protein
PH01000042G0300	Os04t0545100-01	ELMO/CED-12 family protein, putative, expressed
PH01000042G0410	Os04t0544900-01	Alg9-like mannosyltransferase protein, putative, expressed
PH01000042G0620	Os04t0544200-01	cyclin, putative, expressed
PH01000042G0690	Os04t0544100-01	histone-lysine N-methyltransferase, putative, expressed
PH01000042G0700	Os04t0544000-00	histone-lysine N-methyltransferase, putative, expressed
PH01000042G0730	Os04t0543900-02	glutamate dehydrogenase protein, putative, expressed
PH01000042G0850	Os04t0543600-01	amino acid permease family protein, putative, expressed
PH01000042G0880	Os04t0543200-01	RNA recognition motif containing protein, expressed
PH01000042G0920	Os10t0564900-01	casein kinase II subunit beta-4, putative, expressed
PH01000042G0970	Os02t0650500-01	protein kinase domain containing protein, expressed
PH01000042G0980	Os04t0542900-01	placental protein 11 precursor, putative, expressed
PH01000042G1220	Os04t0541700-01	homeobox associated leucine zipper, putative, expressed
PH01000042G1230	Os04t0541500-01	diacylglycerol kinase, putative, expressed
PH01000042G1280	Os02t0104500-01	expressed_protein
PH01000042G1290	Os04t0541100-01	expressed_protein
PH01000042G1330	Os04t0540900-01	protein kinase domain containing protein, expressed
PH01000042G1430	Os10t0119300-01	formin, putative, expressed
PH01000042G1600	not found	COBRA, putative, expressed
PH01000042G1610	Os04t0540200-01	B-box zinc finger family protein, putative, expressed
PH01000042G1710	Os04t0539800-01	src homology-3 domain protein 3, putative, expressed
PH01000042G1750	Os04t0539500-02	expressed_protein
PH01000042G1900	Os04t0539100-01	expressed_protein
PH01000042G1920	Os04t0539100-02	expressed_protein
PH01000042G2010	Os08t0476600-00	glyoxalase family protein, putative, expressed
PH01000042G2020	Os04t0538800-01	kinesin motor domain containing protein, expressed
PH01000042G2190	Os04t0538100-01	elongation factor, putative, expressed
PH01000042G2200	Os02t0644100-01	heat shock protein STI, putative, expressed
PH01000042G2220	Os02t0644000-02	vacuolar-processing enzyme precursor, putative, expressed
PH01000042G2240	Os09t0556500-01	cysteinyl-tRNA synthetase, putative, expressed
PH01000042G2250	Os04t0537900-01	vacuolar-processing enzyme precursor, putative, expressed
PH01000042G2270	Os05t0144200-01	glioma tumor suppressor candidate region gene 2 protein, putative, expressed
PH01000042G2280	Os05t0144100-01	WD domain, G-beta repeat domain containing protein, expressed
PH01000042G2310	Os05t0143500-02	CGMC_MAPKCGMC_2.1 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed
PH01000043G0030	Os09t0422000-01	transferase family protein, putative, expressed
PH01000043G0070	Os09t0422600-01	expressed_protein
PH01000043G0170	Os08t0442300-02	EF hand family protein, putative, expressed
PH01000043G0210	Os02t0179200-01	class I glutamine amidotransferase, putative, expressed
PH01000043G0280	Os02t0179300-01	RAD23 DNA repair protein, putative, expressed
PH01000043G0300	Os02t0179400-00	tubby, putative, expressed
PH01000043G0370	Os02t0179600-01	gp176, putative, expressed
PH01000043G0380	Os02t0179800-00	expressed_protein
PH01000043G0500	Os02t0180000-01	protein phosphatase 2C, putative, expressed
PH01000043G0510	Os02t0180100-01	ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
PH01000043G0550	Os06t0651300-01	ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
PH01000043G0870	Os02t0180700-01	cinnamoyl CoA reductase, putative, expressed
PH01000043G1290	Os06t0649000-02	OsWRKY71 - Superfamily of TFs having WRKY and zinc finger domains, expressed
PH01000043G1330	Os02t0181800-01	ubiquitin fusion degradation protein, putative, expressed
PH01000043G1410	Os02t0181900-01	chaperone protein clpB 1, putative, expressed
PH01000043G1440	Os02t0182100-01	two-component response regulator, putative, expressed
PH01000043G1520	Os05t0319700-01	protein kinase family protein, putative, expressed
PH01000043G1650	Os02t0182700-01	expressed_protein
PH01000043G1720	Os02t0182800-01	homeobox protein knotted-1, putative, expressed
PH01000043G1740	Os02t0182900-01	BRCA1-associated protein, putative, expressed
PH01000043G1840	Os06t0644200-01	inorganic H+ pyrophosphatase, putative, expressed
PH01000043G1850	Os06t0644200-02	inorganic H+ pyrophosphatase, putative, expressed
PH01000043G1890	Os02t0184500-01	CUE domain containing protein, expressed
PH01000043G1970	Os02t0186700-01	expressed_protein
PH01000043G2090	Os02t0187600-02	tic21, putative, expressed
PH01000043G2100	Os02t0187700-00	myb-like DNA-binding domain containing protein, putative, expressed
PH01000043G2130	Os02t0187800-02	dehydrogenase, putative, expressed
PH01000043G2150	Os02t0187800-01	dehydrogenase, putative, expressed
PH01000044G0060	not found	dehydrogenase, putative, expressed
PH01000044G0090	Os03t0405100-01	ubiquinone biosynthesis protein COQ9, mitochondrial precursor, putative, expressed
PH01000044G0140	Os03t0405500-01	PDI, putative, expressed
PH01000044G0230	Os04t0691500-01	transportin-2, putative, expressed
PH01000044G0320	Os03t0167500-02	RING finger protein 13, putative, expressed
PH01000044G0420	Os04t0691200-00	expressed_protein
PH01000044G0460	Os04t0691100-01	CAMK_CAMK_like.28 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
PH01000044G0510	Os08t0103600-01	C3-BTB1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with C3 subfamily conserved sequence, expressed
PH01000044G0550	Os04t0690500-04	expressed_protein
PH01000044G0590	Os06t0138200-01	oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed
PH01000044G0620	Os04t0690100-01	ZOS4-14 - C2H2 zinc finger protein, expressed
PH01000044G0650	Os04t0689900-01	thaumatin, putative, expressed
PH01000044G0660	Os04t0689700-01	RNA-binding region RNP-1, putative, expressed
PH01000044G0720	Os04t0689000-01	peroxidase precursor, putative, expressed
PH01000044G0750	Os04t0688200-01	peroxidase precursor, putative, expressed
PH01000044G0760	Os04t0688100-02	peroxidase precursor, putative, expressed
PH01000044G0800	Os12t0164600-00	expressed_protein
PH01000044G0910	Os04t0687300-01	heat shock protein DnaJ, putative, expressed
PH01000044G0920	Os04t0687200-02	hypothetical_protein
PH01000044G1040	Os04t0686700-01	F-box domain containing protein, expressed
PH01000044G1140	Os04t0686200-01	regulator of chromosome condensation, putative, expressed
PH01000044G1190	Os04t0685900-01	receptor protein kinase TMK1 precursor, putative, expressed
PH01000044G1200	Os09t0568800-01	40S ribosomal protein S25, putative, expressed
PH01000044G1340	Os04t0685600-01	exo70 exocyst complex subunit, putative, expressed
PH01000044G1350	Os04t0685400-02	harpin-induced protein 1 domain containing protein, expressed
PH01000044G1380	Os04t0685300-02	harpin-induced protein 1 domain containing protein, expressed
PH01000044G1400	Os04t0685200-01	Eukaryotic aspartyl protease domain containing protein, expressed
PH01000044G1410	Os04t0685100-01	ribosome biogenesis regulatory protein, putative, expressed
PH01000044G1470	Os04t0684900-01	CAF1 family ribonuclease containing protein, putative, expressed
PH01000044G1500	Os08t0120200-01	ATP binding protein, putative, expressed
PH01000044G1520	Os04t0684500-01	pentatricopeptide repeat protein, putative, expressed
PH01000044G1560	Os03t0825300-01	protein kinase family protein, putative, expressed
PH01000044G1620	Os04t0683800-01	anthranilate phosphoribosyltransferase, putative, expressed
PH01000044G1710	Os04t0683700-01	AMP-binding domain containing protein, expressed
PH01000044G1720	Os04t0683600-01	expressed_protein
PH01000044G1760	Os04t0683100-01	cleavage and polyadenylation specificity factor subunit 5, putative, expressed
PH01000044G1810	Os04t0682800-01	potasium efflux antiporter protein, putative, expressed
PH01000044G1890	Os04t0682500-01	L-asparaginase precursor protein, putative, expressed
PH01000044G1910	Os04t0682300-02	phosphomannomutase, putative, expressed
PH01000044G1960	Os04t0682000-01	cysteine protease ATG4, putative, expressed
PH01000044G1970	Os04t0681900-02	acyl-CoA-binding domain-containing protein 6, putative, expressed
PH01000044G2020	Os04t0681400-01	choline transporter-related, putative, expressed
PH01000044G2040	Os04t0680800-01	MLO domain containing protein, putative, expressed
PH01000044G2050	Os04t0680700-01	smr domain containing protein, expressed
PH01000044G2060	Os04t0680400-01	allantoinase, putative, expressed
PH01000045G0040	Os06t0128200-01	LMBR1 integral membrane protein, putative, expressed
PH01000045G0050	Os06t0128100-01	dehydration response related protein, putative, expressed
PH01000045G0080	Os06t0127800-01	DELLA protein SLR1, putative, expressed
PH01000045G0150	Os07t0161600-01	calcium-dependent protein kinase isoform AK1, putative, expressed
PH01000045G0160	Os07t0160000-00	calcium-dependent protein kinase isoform AK1, putative, expressed
PH01000045G0170	Os06t0127200-01	CAMK_CAMK_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
PH01000045G0230	Os08t0545500-00	CAMK_CAMK_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
PH01000045G0240	Os06t0127000-03	peroxisomal biogenesis factor 11, putative, expressed
PH01000045G0270	Os06t0126500-01	BAG domain containing protein, expressed
PH01000045G0410	Os06t0125800-01	zinc RING finger protein, putative, expressed
PH01000045G0480	Os06t0125400-00	oligopeptide transporter, putative, expressed
PH01000045G0490	Os06t0125300-02	pentatricopeptide, putative, expressed
PH01000045G0630	Os06t0120200-01	expressed_protein
PH01000045G0750	Os06t0122200-01	expressed_protein
PH01000045G0890	Os06t0121400-00	hypothetical_protein
PH01000045G0900	Os06t0122200-01	expressed_protein
PH01000045G0970	Os06t0121400-00	hypothetical_protein
PH01000045G0990	Os06t0121650-01	expressed_protein
PH01000045G1070	Os06t0121500-01	aspartic protease, putative, expressed
PH01000045G1100	Os06t0124300-01	expressed_protein
PH01000045G1190	Os06t0116800-02	chaperone protein dnaJ, putative, expressed
PH01000045G1200	Os06t0116600-01	DAG protein, chloroplast precursor, putative, expressed
PH01000045G1220	Os02t0102800-01	DUF1336 domain containing protein, expressed
PH01000045G1230	Os06t0116400-02	high-affinity nickel-transport family protein, putative, expressed
PH01000045G1240	Os06t0116300-01	syntaxin, putative, expressed
PH01000045G1260	Os06t0116300-01	syntaxin, putative, expressed
PH01000045G1330	Os06t0204800-00	growth-regulating factor, putative, expressed
PH01000045G1340	Os02t0700600-01	expressed_protein
PH01000045G1370	Os07t0159500-01	expressed_protein
PH01000045G1410	Os06t0115700-02	expressed_protein
PH01000045G1430	Os06t0115500-01	ribosomal protein L13, putative, expressed
PH01000045G1480	Os03t0576600-00	acyl CoA binding protein, putative
PH01000045G1520	Os06t0115200-01	expressed_protein
PH01000045G1540	Os06t0114700-03	expressed_protein
PH01000045G1550	Os06t0114650-01	expressed_protein
PH01000045G1570	Os06t0114600-01	expressed_protein
PH01000045G1600	Os06t0114366-00	OsFBO18 - F-box and other domain containing protein
PH01000045G1690	Os05t0200500-02	CK1_CaseinKinase_1a.5 - CK1 includes the casein kinase 1 kinases, expressed
PH01000045G2100	Os05t0199500-02	galactosyltransferase family protein, putative, expressed
PH01000045G2120	Os05t0199100-01	harpin-induced protein 1 domain containing protein, expressed
PH01000045G2140	Os06t0128500-01	39S ribosomal protein L47, mitochondrial precursor, putative, expressed
PH01000046G0010	Os05t0561600-01	protein of unknown function DUF1421 domain containing protein, expressed
PH01000046G0020	Os05t0562200-01	drought induced 19 protein, putative, expressed
PH01000046G0060	Os05t0562300-01	dnaJ domain containing protein, expressed
PH01000046G0140	Os05t0562400-01	DDT, putative, expressed
PH01000046G0160	Os05t0563000-01	no apical meristem protein, putative, expressed
PH01000046G0170	Os05t0563050-01	GTP binding protein, putative, expressed
